sample_idx,config,true_label,pred_orig,target_class,pred_cf,l2_norm,normalized_distance,sparsity_pct,n_components_changed,range_validity,autocorr,temporal_consistency,confidence,validity,elapsed,n_iter,error
19,imfact_baseline,0,0,1,1,25.44976806640625,0.17726518252780576,0.0,5,0.964,0.8559603287983855,1.0,0.7310066819190979,1.0,0.02863335609436035,5,
19,hungarian_matching,0,0,1,1,25.397695541381836,0.17690248194723265,0.0,5,0.964,0.8561942088396837,1.0,0.7310053706169128,1.0,0.010352611541748047,5,
19,composite_reference,0,0,1,1,29.382089614868164,0.20465496836896832,0.0,5,0.912,0.8579339752476722,1.0,0.6457101106643677,1.0,0.016557931900024414,5,
19,fourier_decomposition,0,0,1,1,26.755550384521484,0.18636034364512136,0.0,4,0.942,0.8424616016030798,1.0,0.5932707190513611,1.0,0.01480245590209961,4,
30,imfact_baseline,0,0,1,1,26.285011291503906,0.2158497395358942,0.0,6,0.956,0.8066189871761864,1.0,0.7305389642715454,1.0,0.012250185012817383,6,
30,hungarian_matching,0,0,1,1,26.257654190063477,0.21562508590516577,0.0,6,0.962,0.8058036090720923,1.0,0.7305150032043457,1.0,0.015472412109375,6,
30,composite_reference,0,0,1,1,27.57974624633789,0.22648196638448093,0.0,5,0.888,0.9120079299746974,1.0,0.7310582399368286,1.0,0.017431259155273438,5,
30,fourier_decomposition,0,0,1,1,27.894062042236328,0.22906309453863258,0.0,4,0.92,0.8796595828761912,1.0,0.7310555577278137,1.0,0.008353233337402344,4,
109,imfact_baseline,0,0,1,1,22.801708221435547,0.19367459222683261,0.0,5,0.954,0.9990294455560084,1.0,0.7062743306159973,1.0,0.009362459182739258,5,
109,hungarian_matching,0,0,1,1,22.396343231201172,0.19023147742050986,0.0,3,0.934,0.99927278249813,1.0,0.6383920311927795,1.0,0.010744333267211914,3,
109,composite_reference,0,0,1,0,23.392873764038086,0.1986958715226736,0.0,4,0.928,0.9999957175570284,1.0,0.6918964385986328,0.0,0.01581430435180664,5,
109,fourier_decomposition,0,0,1,0,22.913848876953125,0.19462709962314248,0.0,4,0.926,0.9999776064234073,1.0,0.6729680299758911,0.0,0.009006023406982422,4,
118,imfact_baseline,1,1,0,0,19.87802505493164,0.16306648075925317,0.0,5,0.938,0.9721210977658761,1.0,0.7309989929199219,1.0,0.00858926773071289,5,
118,hungarian_matching,1,1,0,0,20.19663429260254,0.1656801451942667,0.0,1,0.926,0.9716154111626873,1.0,0.730991542339325,1.0,0.010155677795410156,1,
118,composite_reference,1,1,0,0,23.212936401367188,0.1904239398330071,0.0,1,0.914,0.991644368383213,1.0,0.7306751608848572,1.0,0.011789083480834961,1,
118,fourier_decomposition,1,1,0,0,22.946990966796875,0.188242295229505,0.0020000000000000018,1,0.942,0.9932999447907116,1.0,0.7305458188056946,1.0,0.018695831298828125,1,
137,imfact_baseline,0,0,1,1,21.99946403503418,0.1831932707934842,0.0,4,0.934,0.9992314709394764,1.0,0.6871941685676575,1.0,0.009338855743408203,4,
137,hungarian_matching,0,0,1,1,21.974014282226562,0.18298134638249453,0.0,3,0.932,0.999238145944,1.0,0.588317334651947,1.0,0.009378194808959961,3,
137,composite_reference,0,0,1,0,23.607357025146484,0.19658246861555426,0.0,4,0.948,0.9991723146234442,1.0,0.7309758067131042,0.0,0.018828153610229492,4,
137,fourier_decomposition,0,0,1,0,27.33198356628418,0.22759806597140939,0.0020000000000000018,3,0.898,0.9998380408628337,1.0,0.7307952642440796,0.0,0.033774614334106445,4,
144,imfact_baseline,1,1,0,0,23.027746200561523,0.20057031581076631,0.0,4,0.936,0.9997459443093767,1.0,0.7302442193031311,1.0,0.00787663459777832,4,
144,hungarian_matching,1,1,0,0,23.749269485473633,0.2068547412104224,0.0,3,0.922,0.9997765194351012,1.0,0.7307941317558289,1.0,0.008618593215942383,3,
144,composite_reference,1,1,0,0,23.236995697021484,0.20239286662501815,0.0,1,0.966,0.9172548648409329,1.0,0.7308126091957092,1.0,0.014418840408325195,1,
144,fourier_decomposition,1,1,0,0,27.329195022583008,0.23803568220670393,0.0020000000000000018,1,0.936,0.9999778933967748,1.0,0.7273101806640625,1.0,0.007730007171630859,1,
151,imfact_baseline,1,1,0,0,26.191505432128906,0.21856372483068703,0.0,5,0.954,0.965526510691687,1.0,0.7245628237724304,1.0,0.01187753677368164,5,
151,hungarian_matching,1,1,0,0,26.191505432128906,0.21856372483068703,0.0,5,0.954,0.965526510691687,1.0,0.7245628237724304,1.0,0.011995792388916016,5,
151,composite_reference,1,1,0,0,26.7611083984375,0.2233169661559565,0.0,5,0.962,0.9515913520750555,1.0,0.7310553193092346,1.0,0.015512228012084961,5,
151,fourier_decomposition,1,1,0,0,27.80426025390625,0.2320218936251356,0.0,4,0.94,0.9631952240535854,1.0,0.7310250401496887,1.0,0.00954127311706543,4,
168,imfact_baseline,0,0,1,1,27.019256591796875,0.19858293809456196,0.0,5,0.96,0.7264613619317191,1.0,0.7308884263038635,1.0,0.009671211242675781,5,
168,hungarian_matching,0,0,1,1,27.019256591796875,0.19858293809456196,0.0,5,0.96,0.7264613619317191,1.0,0.7308884263038635,1.0,0.010818243026733398,5,
168,composite_reference,0,0,1,1,36.689571380615234,0.2696566745809266,0.0,5,0.76,0.699500952933729,1.0,0.6762493848800659,1.0,0.01783132553100586,5,
168,fourier_decomposition,0,0,1,0,30.147653579711914,0.22157566046187382,0.0,4,0.922,0.6856863788894204,1.0,0.7295938730239868,0.0,0.029276609420776367,4,
254,imfact_baseline,1,1,0,0,24.534839630126953,0.21349029875857745,0.0,5,0.952,0.9985233214850026,1.0,0.7308638095855713,1.0,0.022694826126098633,5,
254,hungarian_matching,1,1,0,0,24.534839630126953,0.21349029875857745,0.0,5,0.952,0.9985233214850026,1.0,0.7308638095855713,1.0,0.011399984359741211,5,
254,composite_reference,1,1,0,0,28.07790756225586,0.24432036093772125,0.0,5,0.886,0.9956218689312608,1.0,0.7307592630386353,1.0,0.01386260986328125,5,
254,fourier_decomposition,1,1,0,0,24.60416030883789,0.21409349375113704,0.0020000000000000018,1,0.936,0.999258994732942,1.0,0.7304183840751648,1.0,0.006268024444580078,1,
260,imfact_baseline,0,0,1,1,24.620933532714844,0.20468918354169996,0.0,6,0.962,0.9033881580850831,1.0,0.5876497030258179,1.0,0.014989137649536133,6,
260,hungarian_matching,0,0,1,1,24.583024978637695,0.20437402607730132,0.0,6,0.968,0.9035910269069038,1.0,0.572955846786499,1.0,0.06145143508911133,6,
260,composite_reference,0,0,1,1,26.165250778198242,0.2175280564336373,0.0,6,0.95,0.9180729366427357,1.0,0.7301394939422607,1.0,0.028528213500976562,6,
260,fourier_decomposition,0,0,1,1,23.5341854095459,0.19565436827966476,0.0,3,0.964,0.9950543139772732,1.0,0.668271541595459,1.0,0.0074481964111328125,3,
261,imfact_baseline,0,0,1,1,25.106595993041992,0.24667117816502154,0.0,5,0.954,0.9877782076351358,1.0,0.7310290336608887,1.0,0.01169729232788086,5,
261,hungarian_matching,0,0,1,1,27.314054489135742,0.26835935875838984,0.0,1,0.862,0.9816577226865216,1.0,0.7308515906333923,1.0,0.00681304931640625,1,
261,composite_reference,0,0,1,1,27.314054489135742,0.26835935875838984,0.0,1,0.862,0.9816577226865216,1.0,0.7308515906333923,1.0,0.012542963027954102,1,
261,fourier_decomposition,0,0,1,1,25.109960556030273,0.24670423484528836,0.0020000000000000018,2,0.95,0.9876929663185923,1.0,0.7255566120147705,1.0,0.029020071029663086,2,
305,imfact_baseline,0,0,1,1,26.04547119140625,0.20674664655047498,0.0,5,0.968,0.9000297008735278,1.0,0.7241857647895813,1.0,0.010679006576538086,5,
305,hungarian_matching,0,0,1,1,26.04547119140625,0.20674664655047498,0.0,5,0.968,0.9000297008735278,1.0,0.7241857647895813,1.0,0.010400056838989258,5,
305,composite_reference,0,0,1,1,32.38267517089844,0.2570508112030475,0.0,5,0.814,0.8998067974325642,1.0,0.7310564517974854,1.0,0.01642751693725586,5,
305,fourier_decomposition,0,0,1,1,29.35948944091797,0.23305303028446148,0.0,4,0.922,0.8907280832676164,1.0,0.5119998455047607,1.0,0.008873701095581055,4,
419,imfact_baseline,0,0,1,1,25.22146987915039,0.2344999139850433,0.0,6,0.95,0.9986675010317824,1.0,0.7303080558776855,1.0,0.017166852951049805,12,
419,hungarian_matching,0,0,1,1,26.6400089263916,0.24768896625504902,0.0,1,0.872,0.9968986326376473,1.0,0.7123823761940002,1.0,0.015028238296508789,7,
419,composite_reference,0,0,1,0,33.7494010925293,0.3137894694942912,0.0,6,0.79,0.9987196685048823,1.0,0.7041363716125488,0.0,0.024595022201538086,6,
419,fourier_decomposition,0,0,1,0,27.098527908325195,0.25195210644232346,0.0,4,0.936,0.9988394964283003,1.0,0.7307990789413452,0.0,0.016509532928466797,4,
488,imfact_baseline,0,0,1,1,17.8062686920166,0.1681951281346221,0.0,3,0.954,0.9993572062641269,1.0,0.7303569912910461,1.0,0.011551380157470703,3,
488,hungarian_matching,0,0,1,1,17.886445999145508,0.1689524699831185,0.0,3,0.956,0.999392416374708,1.0,0.7302477359771729,1.0,0.010850906372070312,3,
488,composite_reference,0,0,1,1,20.849184036254883,0.1969380132993524,0.0,1,0.962,0.9988379609025014,1.0,0.7249355912208557,1.0,0.012796401977539062,1,
488,fourier_decomposition,0,0,1,1,18.68648338317871,0.17650949344757308,0.0,4,0.932,0.9993101374825224,1.0,0.730091392993927,1.0,0.008287668228149414,4,
556,imfact_baseline,0,0,1,1,20.38983917236328,0.1690521178549046,0.0,4,0.978,0.9975133735416851,1.0,0.7213860154151917,1.0,0.018588542938232422,4,
556,hungarian_matching,0,0,1,1,20.446504592895508,0.1695219307489217,0.0,1,0.974,0.9970772480567942,1.0,0.6929700970649719,1.0,0.007222175598144531,1,
556,composite_reference,0,0,1,1,20.446504592895508,0.1695219307489217,0.0,1,0.974,0.9970772480567942,1.0,0.6929700970649719,1.0,0.012231111526489258,1,
556,fourier_decomposition,0,0,1,1,17.387422561645508,0.14415908743745304,0.0020000000000000018,1,0.988,0.9980171162607776,1.0,0.682500958442688,1.0,0.006598949432373047,1,
651,imfact_baseline,1,1,0,0,8.422000885009766,0.07027287086533363,0.0,3,0.902,0.999936788043265,1.0,0.5162107944488525,1.0,0.007382631301879883,3,
651,hungarian_matching,1,1,0,0,23.862308502197266,0.19910623933895688,0.0,3,0.942,0.9985286955034722,1.0,0.7308105826377869,1.0,0.009221792221069336,3,
651,composite_reference,1,1,0,1,3.7503864765167236,0.031293089155148876,0.0,2,0.938,0.999998155965794,1.0,0.6988661289215088,0.0,0.016726016998291016,4,
651,fourier_decomposition,1,1,0,1,0.0,0.0,1.0,0,0.948,1.0,1.0,0.7015975713729858,0.0,0.009245634078979492,4,
749,imfact_baseline,0,0,1,1,19.02118682861328,0.1719870245683681,0.0,4,0.946,0.9943156322594137,1.0,0.7241525053977966,1.0,0.008327245712280273,4,
749,hungarian_matching,0,0,1,1,20.086997985839844,0.18162394635115725,0.0,4,0.944,0.9937393164821277,1.0,0.725516140460968,1.0,0.009882688522338867,4,
749,composite_reference,0,0,1,1,21.13059425354004,0.191060004077188,0.0,1,0.962,0.9971523507566968,1.0,0.730130136013031,1.0,0.012387514114379883,1,
749,fourier_decomposition,0,0,1,1,18.703548431396484,0.16911498070915928,0.0020000000000000018,1,0.944,0.9954811394104784,1.0,0.7267140746116638,1.0,0.006897449493408203,1,
837,imfact_baseline,0,0,1,1,19.537628173828125,0.15374875819204356,0.0,5,0.944,0.9998004936589993,1.0,0.5322811603546143,1.0,0.009598493576049805,5,
837,hungarian_matching,0,0,1,1,20.038606643676758,0.15769114141967389,0.0,1,0.946,0.9997816033622903,1.0,0.5526913404464722,1.0,0.006520748138427734,1,
837,composite_reference,0,0,1,1,20.038606643676758,0.15769114141967389,0.0,1,0.946,0.9997816033622903,1.0,0.5526913404464722,1.0,0.026241064071655273,1,
837,fourier_decomposition,0,0,1,1,20.483461380004883,0.16119186641442623,0.0020000000000000018,1,0.93,0.9997969128966926,1.0,0.6810634136199951,1.0,0.00738072395324707,1,
840,imfact_baseline,0,0,1,1,12.053892135620117,0.10410145968316753,0.0,4,0.932,0.9999806741859552,1.0,0.5895029902458191,1.0,0.008144378662109375,4,
840,hungarian_matching,0,0,1,1,21.281944274902344,0.1837980163574102,0.0,1,0.908,0.996471136996354,1.0,0.6425167918205261,1.0,0.007004499435424805,1,
840,composite_reference,0,0,1,1,21.281944274902344,0.1837980163574102,0.0,1,0.908,0.996471136996354,1.0,0.6425167918205261,1.0,0.012633085250854492,1,
840,fourier_decomposition,0,0,1,1,21.26441764831543,0.1836466505254871,0.0020000000000000018,1,0.948,0.9980678725252564,1.0,0.7070564031600952,1.0,0.006840705871582031,1,
873,imfact_baseline,0,0,1,1,21.052650451660156,0.18885709223179953,0.0,4,0.962,0.9994547500501388,1.0,0.6908683776855469,1.0,0.009262323379516602,4,
873,hungarian_matching,0,0,1,1,21.552371978759766,0.1933399460534771,0.0,3,0.952,0.9994629287352813,1.0,0.6768913865089417,1.0,0.0073435306549072266,3,
873,composite_reference,0,0,1,1,23.911590576171875,0.21450379738276662,0.0,1,0.938,0.9980410100731306,1.0,0.7308144569396973,1.0,0.011262178421020508,1,
873,fourier_decomposition,0,0,1,1,23.54899787902832,0.21125108568243925,0.0020000000000000018,1,0.918,0.9981661693915217,1.0,0.7294199466705322,1.0,0.0067675113677978516,1,
910,imfact_baseline,0,0,1,1,23.280397415161133,0.1890096841450199,0.0,5,0.958,0.9996880159955079,1.0,0.7310381531715393,1.0,0.009986639022827148,5,
910,hungarian_matching,0,0,1,1,25.188432693481445,0.2045007060060993,0.0,1,0.89,0.9993725510254099,1.0,0.7298125624656677,1.0,0.007249116897583008,1,
910,composite_reference,0,0,1,1,25.188432693481445,0.2045007060060993,0.0,1,0.89,0.9993725510254099,1.0,0.7298125624656677,1.0,0.012395858764648438,1,
910,fourier_decomposition,0,0,1,1,27.14545440673828,0.22038944060505117,0.0020000000000000018,1,0.884,0.9997246293087388,1.0,0.7301998138427734,1.0,0.007913589477539062,1,
955,imfact_baseline,1,1,0,0,22.591140747070312,0.22512384566640717,0.0,4,0.982,0.9999460482115747,1.0,0.7307669520378113,1.0,0.013323545455932617,4,
955,hungarian_matching,1,1,0,0,25.045669555664062,0.24958356511467225,0.0,3,0.942,0.9997992882733884,1.0,0.7278410196304321,1.0,0.009861469268798828,3,
955,composite_reference,1,1,0,0,23.825639724731445,0.2374257989158624,0.0,1,0.962,0.9996554658831301,1.0,0.7306466102600098,1.0,0.012305974960327148,1,
955,fourier_decomposition,1,1,0,0,22.74003028869629,0.22660755056496104,0.0020000000000000018,1,0.966,0.9995935858772373,1.0,0.7306668758392334,1.0,0.006628513336181641,1,
968,imfact_baseline,1,1,0,0,24.099624633789062,0.19052110098890782,0.0,4,0.962,0.9991243646311556,1.0,0.7310503721237183,1.0,0.00894474983215332,4,
968,hungarian_matching,1,1,0,0,25.146635055541992,0.19879830784712377,0.0,3,0.94,0.9987126829708328,1.0,0.7309929132461548,1.0,0.007975101470947266,3,
968,composite_reference,1,1,0,0,26.94296646118164,0.21299931895596816,0.0,1,0.972,0.8848805230352025,1.0,0.7310553789138794,1.0,0.012424945831298828,1,
968,fourier_decomposition,1,1,0,0,25.823020935058594,0.20414551903472777,0.0,3,0.944,0.9994411214030235,1.0,0.6118917465209961,1.0,0.00784444808959961,3,
983,imfact_baseline,1,1,0,0,24.857749938964844,0.22065120775065178,0.0,5,0.958,0.9968860698545716,1.0,0.7310442328453064,1.0,0.011005640029907227,5,
983,hungarian_matching,1,1,0,0,24.857749938964844,0.22065120775065178,0.0,5,0.958,0.9968860698545716,1.0,0.7310442328453064,1.0,0.013002872467041016,5,
983,composite_reference,1,1,0,0,29.45074462890625,0.26142118202492454,0.0,5,0.926,0.9726272076993657,1.0,0.7309406399726868,1.0,0.015127182006835938,5,
983,fourier_decomposition,1,1,0,0,26.850290298461914,0.23833810370440742,0.0,4,0.906,0.9971256811596478,1.0,0.7310535311698914,1.0,0.009269237518310547,4,
1044,imfact_baseline,1,1,0,0,22.38976287841797,0.19111755124256566,0.0,5,0.976,0.9979055694905954,1.0,0.7300271987915039,1.0,0.011165857315063477,5,
1044,hungarian_matching,1,1,0,0,22.38976287841797,0.19111755124256566,0.0,5,0.976,0.9979055694905954,1.0,0.7300271987915039,1.0,0.012346744537353516,5,
1044,composite_reference,1,1,0,0,22.990718841552734,0.19624727203070513,0.0,1,1.0,0.9911048718644042,1.0,0.6980574131011963,1.0,0.011947870254516602,1,
1044,fourier_decomposition,1,1,0,0,23.966259002685547,0.20457441902850554,0.0,4,0.936,0.9929712050928858,1.0,0.7194935083389282,1.0,0.009646892547607422,4,
1073,imfact_baseline,0,0,1,1,26.693572998046875,0.22737700764831123,0.0,6,0.962,0.7943701472741131,1.0,0.7268292307853699,1.0,0.011273622512817383,6,
1073,hungarian_matching,0,0,1,1,26.666141510009766,0.22714334504849087,0.0,6,0.966,0.7946457583933885,1.0,0.7219997644424438,1.0,0.012061834335327148,6,
1073,composite_reference,0,0,1,0,22.787574768066406,0.1941055460317812,0.0,5,0.862,0.9707373820660978,1.0,0.7310585975646973,0.0,0.0169219970703125,6,
1073,fourier_decomposition,0,0,1,1,23.033418655395508,0.19619965488163843,0.0,4,0.998,0.7684425407426104,1.0,0.5947375893592834,1.0,0.011089563369750977,4,
1150,imfact_baseline,0,0,1,1,24.15493392944336,0.18916667510839413,0.0,5,0.964,0.8950837301973497,1.0,0.7310532331466675,1.0,0.010895013809204102,5,
1150,hungarian_matching,0,0,1,1,24.15493392944336,0.18916667510839413,0.0,5,0.964,0.8950837301973497,1.0,0.7310532331466675,1.0,0.011739015579223633,5,
1150,composite_reference,0,0,1,1,31.67593765258789,0.24806657820648928,0.0,5,0.792,0.8449134350622926,1.0,0.7300793528556824,1.0,0.014912128448486328,5,
1150,fourier_decomposition,0,0,1,1,27.35791015625,0.2142504267363666,0.0,4,0.926,0.789579241656488,1.0,0.7309314012527466,1.0,0.010523319244384766,4,
1186,imfact_baseline,1,1,0,0,22.11304473876953,0.15440875088129835,0.0020000000000000018,4,0.952,0.9996785844785502,1.0,0.7246685028076172,1.0,0.009902715682983398,4,
1186,hungarian_matching,1,1,0,0,23.965280532836914,0.16734235720635338,0.0,1,0.934,0.999641181377664,1.0,0.7081507444381714,1.0,0.0063745975494384766,1,
1186,composite_reference,1,1,0,0,23.965280532836914,0.16734235720635338,0.0,1,0.934,0.999641181377664,1.0,0.7081507444381714,1.0,0.012349605560302734,1,
1186,fourier_decomposition,1,1,0,0,23.781166076660156,0.166056741248294,0.0020000000000000018,1,0.91,0.999691594902255,1.0,0.5874781608581543,1.0,0.005955934524536133,1,
1218,imfact_baseline,1,1,0,0,15.765355110168457,0.14265056362310255,0.0,4,0.922,0.9999606186525201,1.0,0.6741182208061218,1.0,0.008696556091308594,4,
1218,hungarian_matching,1,1,0,0,21.343608856201172,0.19312459578689486,0.0,4,0.914,0.9909862778101024,1.0,0.7309796810150146,1.0,0.011452913284301758,4,
1218,composite_reference,1,1,0,0,22.881738662719727,0.20704214361833226,0.0,1,0.94,0.9997160990482524,1.0,0.7308824062347412,1.0,0.012479543685913086,1,
1218,fourier_decomposition,1,1,0,0,30.739015579223633,0.2781375913801873,0.0020000000000000018,1,0.864,0.9990377842382533,1.0,0.7295657396316528,1.0,0.006381511688232422,1,
1219,imfact_baseline,1,1,0,0,24.56446647644043,0.20787451916098063,0.0,4,0.92,0.9967072915660689,1.0,0.7305200099945068,1.0,0.008155345916748047,4,
1219,hungarian_matching,1,1,0,0,24.589689254760742,0.20808796458306084,0.0,1,0.918,0.9966122196150877,1.0,0.7289771437644958,1.0,0.007738828659057617,1,
1219,composite_reference,1,1,0,0,24.589689254760742,0.20808796458306084,0.0,1,0.918,0.9966122196150877,1.0,0.7289771437644958,1.0,0.01078176498413086,1,
1219,fourier_decomposition,1,1,0,0,33.679039001464844,0.28500574376195104,0.0020000000000000018,1,0.886,0.9979221989453645,1.0,0.7213441729545593,1.0,0.006880998611450195,1,
