sample_idx,config,true_label,pred_orig,target_class,pred_cf,l2_norm,normalized_distance,sparsity_pct,n_components_changed,range_validity,autocorr,temporal_consistency,confidence,validity,elapsed,n_iter,error
22,imfact_baseline,1,1,2,2,17.121326446533203,0.3595604677599377,0.0,5,0.59375,0.9551315695240641,1.0,0.4637218713760376,1.0,0.042890071868896484,17,
22,hungarian_matching,1,1,2,2,11.87254810333252,0.24933225605315099,0.0,6,0.9453125,0.9247851117337845,1.0,0.5012644529342651,1.0,0.007882833480834961,6,
22,composite_reference,1,1,2,2,12.955794334411621,0.2720812248764665,0.0,5,0.84375,0.95808375126463,1.0,0.5690727233886719,1.0,0.014850854873657227,5,
22,fourier_decomposition,1,1,2,0,12.142814636230469,0.2550080523351803,0.0,4,0.953125,0.9270096516440929,1.0,0.3934656083583832,0.0,0.007714748382568359,4,
79,imfact_baseline,1,1,2,2,11.383747100830078,0.21826896254982006,0.0,4,0.96875,0.9634439020686838,1.0,0.4550936222076416,1.0,0.005574941635131836,4,
79,hungarian_matching,1,1,2,2,9.61594009399414,0.18437349755462118,0.0,2,0.9296875,0.9979952858504971,1.0,0.4035228490829468,1.0,0.005211830139160156,2,
79,composite_reference,1,1,2,0,11.492502212524414,0.22035420435915204,0.0,4,0.9453125,0.9943642797623873,1.0,0.4871249794960022,0.0,0.01193094253540039,5,
79,fourier_decomposition,1,1,2,0,16.082820892333984,0.3083677632638502,0.0,4,0.9609375,0.83610396542051,1.0,0.5195791125297546,0.0,0.020461559295654297,4,
127,imfact_baseline,0,0,1,1,8.990457534790039,0.2526781481811415,0.0,4,0.90625,0.9860565946616742,1.0,0.5321923494338989,1.0,0.006826162338256836,4,
127,hungarian_matching,0,0,1,1,7.746524810791016,0.2177172336842202,0.0,2,0.9609375,0.9975210566782978,1.0,0.543258547782898,1.0,0.0068264007568359375,2,
127,composite_reference,0,0,1,1,8.553441047668457,0.24039573471517453,0.0,3,0.9453125,0.925004609061403,1.0,0.554302453994751,1.0,0.014589786529541016,3,
127,fourier_decomposition,0,0,1,1,6.923375606536865,0.19458250268717575,0.0,1,0.984375,0.9952509731282914,1.0,0.49834465980529785,1.0,0.004471302032470703,1,
141,imfact_baseline,0,0,2,2,9.561439514160156,0.21473800756050257,0.0,4,0.9140625,0.979268069507877,1.0,0.5225400328636169,1.0,0.005387544631958008,4,
141,hungarian_matching,0,0,2,2,7.561062335968018,0.16981203077862558,0.0,2,0.90625,0.9964931307683742,1.0,0.42871516942977905,1.0,0.004653453826904297,2,
141,composite_reference,0,0,2,0,9.66446590423584,0.21705185179893957,0.0,4,0.921875,0.9865462490735702,1.0,0.4038296639919281,0.0,0.011356830596923828,5,
141,fourier_decomposition,0,0,2,0,7.03256368637085,0.15794261019139716,0.0,1,0.9296875,0.9906087487503533,1.0,0.4952380657196045,0.0,0.00638580322265625,4,
183,imfact_baseline,2,2,0,0,3.8628156185150146,0.08543530283503115,0.0,2,0.9921875,0.9945651794936409,1.0,0.4300658404827118,1.0,0.004868745803833008,2,
183,hungarian_matching,2,2,0,0,4.479698657989502,0.0990791301610577,0.0,1,0.9453125,0.9994077981487659,1.0,0.544613778591156,1.0,0.005959033966064453,1,
183,composite_reference,2,2,0,0,2.285630464553833,0.050552123164294034,0.0,1,0.96875,0.9998232294124644,1.0,0.4052302837371826,1.0,0.011272907257080078,1,
183,fourier_decomposition,2,2,0,0,8.779339790344238,0.19417586231259135,0.0078125,1,0.9453125,0.7601243051199836,1.0,0.5323917269706726,1.0,0.005745410919189453,1,
214,imfact_baseline,1,1,0,0,8.15832233428955,0.1628377734667684,0.0,5,0.984375,0.974471224107616,1.0,0.5464445352554321,1.0,0.0076601505279541016,5,
214,hungarian_matching,1,1,0,0,7.087109565734863,0.14145667389835961,0.0,2,0.890625,0.9988721612785119,1.0,0.5086128115653992,1.0,0.005020618438720703,2,
214,composite_reference,1,1,0,0,8.09578800201416,0.1615896061333748,0.0,3,0.8828125,0.9947933788839395,1.0,0.5434042811393738,1.0,0.011358976364135742,3,
214,fourier_decomposition,1,1,0,0,5.989917755126953,0.11955704010300984,0.0,2,0.9453125,0.982938837935286,1.0,0.5426462292671204,1.0,0.005373477935791016,2,
218,imfact_baseline,0,0,2,2,5.762793064117432,0.15935313471444829,0.0,3,0.9375,0.9858187617789845,1.0,0.4913018047809601,1.0,0.005338191986083984,3,
218,hungarian_matching,0,0,2,2,4.142843246459961,0.11455817528215928,0.0,1,0.9609375,0.9989398414002052,1.0,0.5340214967727661,1.0,0.005403041839599609,1,
218,composite_reference,0,0,2,2,6.762463569641113,0.18699608960878175,0.0,4,0.8828125,0.994437394681606,1.0,0.557952344417572,1.0,0.012398004531860352,4,
218,fourier_decomposition,0,0,2,0,0.0,0.0,1.0,0,1.0,1.0,1.0,0.5079907774925232,0.0,0.013046979904174805,4,
257,imfact_baseline,2,2,0,0,4.0881428718566895,0.09503912437159392,0.0,2,0.984375,0.9884170492024934,1.0,0.4034450948238373,1.0,0.005993366241455078,2,
257,hungarian_matching,2,2,0,0,4.039444446563721,0.09390700745611605,0.0,2,0.9609375,0.9991340998148753,1.0,0.41488882899284363,1.0,0.004884004592895508,2,
257,composite_reference,2,2,0,0,8.208293914794922,0.1908223588801568,0.0,3,1.0,0.7897393145283251,1.0,0.3976019620895386,1.0,0.012057065963745117,3,
257,fourier_decomposition,2,2,0,0,21.794239044189453,0.5066616945714171,0.0078125,1,0.9375,0.0,1.0,0.5644583702087402,1.0,0.00449681282043457,1,
